Car name,Description,Mileage,Price,Colour,Link
2019 Ford Fusion,Energi Titanium NAVIGATION - MOONROOF - LEATHER - MEMORY SEAT,"5,100KM","$29,828",Black,https://www.carpages.ca/used-cars/british-columbia/north-vancouver/2019-ford-fusion-6094722/
2021 RAM 1500,Limited,CALL,"$93,945",Diamond Black Crystal Pearlcoat,https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2021-ram-1500-6094434/
2017 Lexus CT 200h,CVT STANDARD PACKAGE,"75,950KM","$22,900",Eminent White Pearl,https://www.carpages.ca/used-cars/alberta/edmonton/2017-lexus-ct-200h-6094419/
2019 Ford Fusion,"Hybrid SEL Edition, No Accidents, Radar Assist Parking","36,940KM","$25,980",White,https://www.carpages.ca/used-cars/british-columbia/vancouver/2019-ford-fusion-6094371/
2020 Ford Escape,Hybrid Titanium,CALL,"$40,499",Agate Black Metallic,https://www.carpages.ca/new-cars/ontario/kingston/2020-ford-escape-6093945/
2021 Audi A5 Sportback,Progressiv,90KM,"$62,907",Glacier White Metallic,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-a5-sportback-6093939/
2021 Audi A5,Coupe Technik,90KM,"$71,157",Mythos Black Metallic,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-a5-6093936/
2021 Audi Q7,Technik,90KM,"$98,272",Glacier White Metallic,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q7-6093930/
2021 Audi A5 Sportback,Technik,90KM,"$71,307",Glacier White Metallic,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-a5-sportback-6093927/
2021 Audi A5 Sportback,Technik,90KM,"$71,957",Mythos Black Metallic,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-a5-sportback-6093921/
2021 Audi Q7,PROGRESSIV,90KM,"$84,972",Glacier White Metallic,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q7-6093894/
2021 Audi Q5,Technik,90KM,"$70,057",Navarra Blue Metallic,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6093891/
2020 Ford Transit,Passenger Wagon XLT,20KM,"$63,505",Ingot Silver Metallic,https://www.carpages.ca/new-cars/ontario/mississauga/2020-ford-transit-6093726/
2021 Mercedes-Benz GLE,AMG GLE 63 S,90KM,"$149,688",Obsidian Black Met,https://www.carpages.ca/new-cars/ontario/sudbury/2021-mercedes-benz-gle-6093369/
2021 Hyundai KONA,Electric Preferred w/ Two-tone,CALL,"$49,589",Pulse Red W/blk,https://www.carpages.ca/new-cars/ontario/kanata/2021-hyundai-kona-6092769/
2016 Hyundai Sonata,Plug-In Hybrid BACK UP CAM | BLUETOOTH | HTD SEATS  - $130 B/W,"108,249KM","$17,500",Blue,https://www.carpages.ca/used-cars/ontario/brantford/2016-hyundai-sonata-6092640/
2021 Hyundai KONA,Electric Preferred  - $282 B/W,CALL,"$48,543",Chalk White,https://www.carpages.ca/new-cars/ontario/brantford/2021-hyundai-kona-6092637/
2013 Toyota Highlander,Hybrid Limited,"147,741KM","$23,995",Black,https://www.carpages.ca/used-cars/nova-scotia/halifax/2013-toyota-highlander-6091554/
2013 Lexus CT 200h,tech package,"5,712KM","$23,995",Chocolate Brown,https://www.carpages.ca/used-cars/ontario/ancaster/2013-lexus-ct-200h-6090600/
2012 Toyota Prius,Hybrid,"177,012KM","$10,888",Silver,https://www.carpages.ca/used-cars/ontario/st-catharines/2012-toyota-prius-6090114/
2009 Saturn Vue,Hybrid,"224,618KM","$1,900",Maroon,https://www.carpages.ca/used-cars/nova-scotia/dartmouth/2009-saturn-vue-6089604/
2021 Hyundai KONA,Electric PREFERRED NEUF!,375KM,"$37,195",Noir,https://www.carpages.ca/used-cars/quebec/st-georges/2021-hyundai-kona-6088764/
2021 Hyundai KONA,Electric PREFERRED NEUF!,375KM,"$37,395",Blanc,https://www.carpages.ca/used-cars/quebec/st-georges/2021-hyundai-kona-6088761/
2019 Ford Fusion,Hybrid Titanium,"58,717KM","$20,491",Magnetic Metallic,https://www.carpages.ca/used-cars/new-brunswick/fredericton/2019-ford-fusion-6088200/
2021 Audi Q8,TECHNIK,90KM,"$104,822",Orca Black Metallic,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q8-6087966/
2021 Audi Q8,TECHNIK,90KM,"$104,672",Orca Black Metallic,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q8-6087948/
2021 Audi Q7,Technik,90KM,"$95,422",Florett Silver Metallic,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q7-6087936/
2017 Ford C-MAX,ELECTRIC | NAV | DRIVER ASSIST PKG | ONLY 22 KM,"22,390KM","$19,888",Dark Grey,https://www.carpages.ca/used-cars/ontario/brantford/2017-ford-c-max-6087927/
2021 Audi Q8,Progressiv,90KM,"$91,522",Orca Black Metallic,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q8-6087909/
2021 Audi Q5,PROGRESSIV,90KM,"$60,857",Mythos Black Metallic,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6087903/
2021 Audi Q5,Technik,90KM,"$69,517",Ibis White,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6087900/
2021 Audi Q5,PROGRESSIV,90KM,"$60,857",Mythos Black Metallic,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6087885/
2019 Ford Fusion Hybrid,Titanium,"50,641KM","$24,992",Black,https://www.carpages.ca/used-cars/ontario/london/2019-ford-fusion-hybrid-6086376/
2016 Toyota Camry,XLE Hybrid.Navi.Camera.BlindSpot.LaneAssist.Radar,"120,998KM","$19,887",Blue,https://www.carpages.ca/used-cars/ontario/kitchener/2016-toyota-camry-6086184/
2021 Toyota Highlander,Hybrid Limited,4KM,"$58,519.70",Black,https://www.carpages.ca/new-cars/ontario/hamilton/2021-toyota-highlander-6083034/
2021 Toyota RAV4,Hybrid XLE,CALL,"$38,397.50",White,https://www.carpages.ca/new-cars/saskatchewan/moose-jaw/2021-toyota-rav4-6082995/
2021 Toyota Prius,Prime Base  -  Heated Seats - $234 B/W,CALL,"$35,547",Mag Grey Metallic,https://www.carpages.ca/new-cars/ontario/ottawa/2021-toyota-prius-6081711/
2015 Nissan Leaf,S S-Heated Steering-Heated Seats-Back Up Camera,"115,495KM","$9,950",Grey,https://www.carpages.ca/used-cars/ontario/north-york/2015-nissan-leaf-6081303/
2016 Tesla Model S,"75D AUTOPILOT, CARFAX CLEAN!","83,517KM","$57,950",Black,https://www.carpages.ca/used-cars/ontario/burlington/2016-tesla-model-s-6081297/
2017 Toyota Camry,HYBRID LE - BACK-UP CAM! BLUETOOTH! ACCIDENT FREE!,"99,352KM","$19,400",Black,https://www.carpages.ca/used-cars/ontario/kitchener/2017-toyota-camry-6081231/
2014 Toyota Prius,5-door Liftback CVT,"93,917KM","$11,995",Yellow,https://www.carpages.ca/used-cars/ontario/brantford/2014-toyota-prius-6080862/
2021 Toyota RAV4,XLE STANDARD PKG,22KM,"$38,873",Blueprint,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-toyota-rav4-6080466/
2019 Ford Fusion Hybrid,Titanium 2.0L 188HP/ELECTRIC CVT W/OD AUTO,"34,700KM","$22,550",White,https://www.carpages.ca/used-cars/british-columbia/langley/2019-ford-fusion-hybrid-6080358/
2009 Chevrolet Malibu,HYBRID,"131,982KM","$5,998",Silver,https://www.carpages.ca/used-cars/ontario/toronto/2009-chevrolet-malibu-6080202/
2018 Ford Fusion,Energi SE | ELECTRIC | LEATHER | NAV | DRIVERS ASSIST PKG,"46,638KM","$20,888",Dark Grey,https://www.carpages.ca/used-cars/ontario/brantford/2018-ford-fusion-6079704/
2021 Toyota Highlander,HYBRID XLE,12KM,"$49,067.50",White,https://www.carpages.ca/new-cars/saskatchewan/moose-jaw/2021-toyota-highlander-6078279/
2021 Audi A8,L,90KM,"$158,122",Mythos Black Metallic,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-a8-6077100/
2021 Audi Q7,Technik,90KM,"$103,772",Orca Black Metallic,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q7-6077061/
2021 Audi RS 4,Q8,90KM,"$147,372",Orca Black,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-rs-4-6077055/
2021 Audi Q5,PROGRESSIV,90KM,"$61,517",Ibis White,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6077022/
2020 Ford F-150,XLT,12KM,"$52,528",ICONIC SILVER,https://www.carpages.ca/new-cars/ontario/new-hamburg/2020-ford-f-150-6076845/
2013 Ford C-MAX,Hybrid SE,"41,321KM","$12,999",White Platinum Metallic Tricoat,https://www.carpages.ca/used-cars/ontario/ottawa/2013-ford-c-max-6076830/
2021 Ford F-150,Lariat,CALL,"$77,740",LEAD FOOT,https://www.carpages.ca/new-cars/ontario/peterborough/2021-ford-f-150-6076767/
2021 Ford F-150,XLT,CALL,"$61,654",SILVER RADIANCE,https://www.carpages.ca/new-cars/ontario/peterborough/2021-ford-f-150-6076761/
2021 Ford F-150,Lariat,CALL,"$77,740",INFINITE BLACK,https://www.carpages.ca/new-cars/ontario/peterborough/2021-ford-f-150-6076758/
2018 Ford Focus,ELECTRIC,"21,220KM","$17,944",Gris,https://www.carpages.ca/used-cars/quebec/repentigny/2018-ford-focus-6076176/
2019 Tesla Model 3,STANDARD-RANGE-PLUS* RWD* AUTONOMIE-423KM* CAMERA*,"16,892KM","$45,588",Grey,https://www.carpages.ca/used-cars/quebec/saint-hubert/2019-tesla-model-3-6075822/
2021 Toyota RAV4,Hybrid Limited BE THE ENVY OF YOUR FRIENDS! CALL NOW!,CALL,"$46,333",,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-toyota-rav4-6074250/
2021 Toyota Venza,XLE HYBRID,22KM,"$47,423",Coastal Gray Metallic,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-toyota-venza-6074232/
2021 Hyundai KONA,Electric PREFERRED: FWD/APPLE CAR PLAY/PROXY KEY/HEATED SEATS/BACK UP CAM,8KM,"$48,554",White,https://www.carpages.ca/new-cars/alberta/edmonton/2021-hyundai-kona-6073173/
2021 Hyundai KONA,Electric ULTIMATE: BLUELINK/SUNROOF/NAVIGATION/PROXY KEY,8KM,"$55,104",White,https://www.carpages.ca/new-cars/alberta/edmonton/2021-hyundai-kona-6073170/
2021 Hyundai KONA,Electric ULTIMATE: BLUELINK/SUNROOF/NAVIGATION/PROXY KEY,8KM,"$55,304",Grey,https://www.carpages.ca/new-cars/alberta/edmonton/2021-hyundai-kona-6073164/
2021 Hyundai KONA,Electric ULTIMATE: BLUELINK/SUNROOF/NAVIGATION/PROXY KEY,7KM,"$55,104",White,https://www.carpages.ca/new-cars/alberta/edmonton/2021-hyundai-kona-6073131/
2020 Ford Escape,Titanium Hybrid TITANIUM HYBRIDE FWD,"2,170KM","$36,649",Black,https://www.carpages.ca/new-cars/ontario/cornwall/2020-ford-escape-6071958/
2014 Nissan Leaf,SV ÉLECTRIQUE ** EXCELLENTE CONDITION **,"86,551KM","$11,598",Blanc,https://www.carpages.ca/used-cars/quebec/st-eustache/2014-nissan-leaf-6071715/
2014 Toyota Camry,"HYBRID XLE|HYBRID|NAV|CAMERA|TOUCHSREEN|17"" ALLOYS|SUNROOF|FOG LIGHTS","63,954KM","$18,493",Gray,https://www.carpages.ca/used-cars/ontario/kitchener/2014-toyota-camry-6070566/
2015 Ford C-MAX,SEL  - $115 B/W - Low Mileage,"32,077KM","$13,999",,https://www.carpages.ca/used-cars/ontario/nepean/2015-ford-c-max-6069396/
2015 Chevrolet Volt,Hayon 5 portes,"158,900KM","$14,495",Noir,https://www.carpages.ca/used-cars/quebec/shawinigan/2015-chevrolet-volt-6068850/
2021 Toyota Camry,Hybrid LE  - Heated Seats -  Apple CarPlay - $226 B/W,CALL,"$33,187",Midngt Blk Metallic,https://www.carpages.ca/new-cars/ontario/ottawa/2021-toyota-camry-6068826/
2017 Chevrolet Volt,LT+MAGS+VOL/SIEG CHAUFF+GR ELECT+CAM+BLUETOOTH,"59,490KM","$21,409",Blanc,https://www.carpages.ca/used-cars/quebec/laval/2017-chevrolet-volt-6068769/
2020 Volkswagen Golf,e-Golf Comfortline Cuir Technologie GPS Mags *Véhicule neuf*,50KM,"$28,495",Bleu,https://www.carpages.ca/used-cars/quebec/trois-rivieres/2020-volkswagen-golf-6068676/
2020 Kia NIRO,EX Premium PHEV *** VEHICULE NEUF ***,250KM,"$31,738",Gris,https://www.carpages.ca/used-cars/quebec/chateauguay/2020-kia-niro-6068646/
2021 Kia Soul,EV EV Premium,17KM,"$45,373",Gravity Grey,https://www.carpages.ca/new-cars/british-columbia/courtenay/2021-kia-soul-6068613/
2021 Hyundai KONA,Electric Ultimate,CALL,"$55,939",Chalk Wht,https://www.carpages.ca/new-cars/ontario/kanata/2021-hyundai-kona-6068496/
2017 Volvo XC90,T8 + INSCRIPTION + HYBRID + NAVI + WOW!,"103,503KM","$38,777",Noir,https://www.carpages.ca/used-cars/quebec/st-basile-le-grand/2017-volvo-xc90-6066297/
2012 Hyundai Sonata,HEV w/Premium Pkg,"144,074KM","$7,995",Blue,https://www.carpages.ca/used-cars/ontario/hamilton/2012-hyundai-sonata-6065886/
2017 Nissan Leaf,"***SV,ELECTRIQUE,NAVIGATION,MAGS,A/C***","53,500KM","$15,990",Blanc,https://www.carpages.ca/used-cars/quebec/longueuil/2017-nissan-leaf-6065121/
2020 RAM 1500,"Limited 4x4 RamBox Navigation Panoramic sunroof Backup Camera Bluetooth Blind Spot Parking 22""Alloy","51,738KM","$63,888",Silver,https://www.carpages.ca/used-cars/ontario/bolton/2020-ram-1500-6063825/
2019 Audi A8,L Quattro Panoramic Roof Massage Seats Bang & Olufsen,"12,784KM","$78,408",Gray,https://www.carpages.ca/used-cars/ontario/thornhill/2019-audi-a8-6063720/
2019 Audi Q8,Progressiv Quattro Panoramic Roof Backup & 360 Camera Navigation,"12,995KM","$73,678",Black,https://www.carpages.ca/used-cars/ontario/thornhill/2019-audi-q8-6063714/
2020 RAM 1500,"New Tradesman 4x4 Quad Cab 6'4"" Box Bluetooth Backup Camera",50KM,"$42,229",White,https://www.carpages.ca/new-cars/ontario/thornhill/2020-ram-1500-6063642/
2021 Toyota RAV4,Hybrid XSE Package  - Sunroof,CALL,"$41,288",Silver Sky Metallic With,https://www.carpages.ca/new-cars/manitoba/steinbach/2021-toyota-rav4-6063600/
2019 GMC Savana,Cargo Van,"31,312KM","$33,999",SUMMIT WHITE,https://www.carpages.ca/used-cars/ontario/ottawa/2019-gmc-savana-6063069/
2020 Volkswagen Golf,e-Golf NEUF / Technologie / Cuir / GPS / Comfortline,113KM,"$28,495",Blanc Pur,https://www.carpages.ca/used-cars/quebec/trois-rivieres/2020-volkswagen-golf-6062424/
2021 Hyundai KONA,Electric,CALL,"$48,888.20",Lake Silver,https://www.carpages.ca/new-cars/ontario/toronto/2021-hyundai-kona-6060726/
2021 Hyundai KONA,Electric,CALL,"$48,888.20",Lake Silver,https://www.carpages.ca/new-cars/ontario/toronto/2021-hyundai-kona-6060729/
2021 Hyundai KONA,Electric,CALL,"$48,888.20",Lake Silver,https://www.carpages.ca/new-cars/ontario/toronto/2021-hyundai-kona-6060720/
2021 Hyundai KONA,Electric,CALL,"$49,338.20",Pulse Red w/Black Roof,https://www.carpages.ca/new-cars/ontario/toronto/2021-hyundai-kona-6060723/
2021 Hyundai KONA,Electric,CALL,"$55,938.20",Chalk White,https://www.carpages.ca/new-cars/ontario/toronto/2021-hyundai-kona-6060711/
2021 Hyundai KONA,Electric,CALL,"$48,888.20",PHANTOM BLACK,https://www.carpages.ca/used-cars/ontario/toronto/2021-hyundai-kona-6060663/
2021 Hyundai KONA,Electric,CALL,"$48,888.20",Lake Silver,https://www.carpages.ca/used-cars/ontario/toronto/2021-hyundai-kona-6060657/
2021 Hyundai KONA,Electric,CALL,"$55,938.20",Chalk White,https://www.carpages.ca/used-cars/ontario/toronto/2021-hyundai-kona-6060651/
2021 Hyundai KONA,Electric,CALL,"$48,888.20",Chalk White,https://www.carpages.ca/new-cars/ontario/toronto/2021-hyundai-kona-6060627/
2021 Hyundai KONA,Electric,CALL,"$55,938.20",GALACTIC GREY,https://www.carpages.ca/used-cars/ontario/toronto/2021-hyundai-kona-6060624/
2021 Hyundai KONA,Electric,CALL,"$48,888.20",GALACTIC GREY,https://www.carpages.ca/used-cars/ontario/toronto/2021-hyundai-kona-6060606/
2021 Hyundai KONA,Electric,CALL,"$48,868.20",PHANTOM BLACK,https://www.carpages.ca/used-cars/ontario/toronto/2021-hyundai-kona-6060528/
2021 Hyundai KONA,Electric,CALL,"$49,318.20",Pulse Red w/Black Roof,https://www.carpages.ca/used-cars/ontario/toronto/2021-hyundai-kona-6060525/
2020 Hyundai IONIQ,Electric,CALL,"$47,909",Polar White,https://www.carpages.ca/new-cars/ontario/toronto/2020-hyundai-ioniq-6060441/
2020 Hyundai IONIQ,Electric,CALL,"$37,809",Iron Gray,https://www.carpages.ca/new-cars/ontario/toronto/2020-hyundai-ioniq-6060402/
2020 Hyundai IONIQ,Electric,CALL,"$42,409",Typhoon Silver,https://www.carpages.ca/new-cars/ontario/toronto/2020-hyundai-ioniq-6060399/
2020 Hyundai IONIQ,Electric,CALL,"$42,809",Iron Gray,https://www.carpages.ca/new-cars/ontario/toronto/2020-hyundai-ioniq-6060396/
2012 Kia Optima,Hybrid Premium,"157,790KM","$6,990",White,https://www.carpages.ca/used-cars/ontario/scarborough/2012-kia-optima-6060255/
2020 Porsche Taycan,4S,2KM,"$159,905",White,https://www.carpages.ca/new-cars/alberta/edmonton/2020-porsche-taycan-6059259/
2020 Porsche Taycan,4S,2KM,"$159,975",Grey,https://www.carpages.ca/new-cars/alberta/edmonton/2020-porsche-taycan-6059256/
2021 Toyota RAV4,Hybrid Limited  - Leather Seats - $347 B/W,25KM,"$45,175",Ruby Flare Pearl,https://www.carpages.ca/new-cars/ontario/simcoe/2021-toyota-rav4-6058449/
2021 Toyota Highlander,Hybrid Limited  - $448 B/W,25KM,"$58,375",Ruby Flare Pearl,https://www.carpages.ca/new-cars/ontario/simcoe/2021-toyota-highlander-6058446/
2020 Ford Escape,Titanium Hybrid 4WD  - Leather Seats,35KM,"$40,799",Magnetic,https://www.carpages.ca/new-cars/manitoba/selkirk/2020-ford-escape-6058134/
2020 Kia NIRO,EX,262KM,"$31,999",Blue,https://www.carpages.ca/new-cars/ontario/carleton-place/2020-kia-niro-6057174/
2015 Ford Fusion,"SE Hybrid, Navigation, New Tires, Rear Camera, Power Seat, Cruise Control,  Alloys & More!","87,000KM","$14,888",Green,https://www.carpages.ca/used-cars/ontario/guelph/2015-ford-fusion-6056931/
2013 Ford F-150,XLT,"90,730KM","$24,499",Blue,https://www.carpages.ca/used-cars/manitoba/brandon/2013-ford-f-150-6055890/
2020 Mercedes-Benz GLE,GLE 450,90KM,"$87,688",Polar White,https://www.carpages.ca/new-cars/ontario/sudbury/2020-mercedes-benz-gle-6055527/
2018 Toyota RAV4,"AWD Hybrid LE+  - 	Heated Seats - $206 B/W","64,500KM","$29,995",White,https://www.carpages.ca/used-cars/ontario/orleans/2018-toyota-rav4-6055368/
2018 Hyundai IONIQ,Electric ELECTRIC+CAM/RECUL+VOL/SIEG CHAUFFANTS+APP CARPLAY,"67,641KM","$21,179",Noir,https://www.carpages.ca/used-cars/quebec/laval/2018-hyundai-ioniq-6055302/
2016 Toyota RAV4,Hybrid XLE,"63,960KM","$26,499",Blue,https://www.carpages.ca/used-cars/ontario/renfrew/2016-toyota-rav4-6053583/
2021 Jeep Wrangler,Unlimited Sport 80th Anniversary,20KM,"$55,490",Yellow,https://www.carpages.ca/new-cars/ontario/bolton/2021-jeep-wrangler-6051474/
2018 Ford F-150,XLT,"53,219KM","$39,877",Black,https://www.carpages.ca/used-cars/ontario/peterborough/2018-ford-f-150-6050685/
2021 Volvo XC60,R-Design,20KM,"$85,093",Bursting Blue Metallic,https://www.carpages.ca/new-cars/nova-scotia/halifax/2021-volvo-xc60-6050610/
2021 Volvo XC60,Inscription,26KM,"$87,338",Onyx Black Metallic,https://www.carpages.ca/new-cars/nova-scotia/halifax/2021-volvo-xc60-6050607/
2012 Ford Focus,SEL,"170,011KM","$4,689",Red Candy Metallic Tinted,https://www.carpages.ca/used-cars/ontario/mississauga/2012-ford-focus-6050565/
2020 Hyundai IONIQ,Electric Ultimate  - Sunroof - $235 B/W,17KM,"$38,466",Polar White,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2020-hyundai-ioniq-6046980/
2018 Toyota Camry,"HYBRID One Owner, No Accidents, EXL Hybrid, Navigation","26,296KM","$35,580",N/A,https://www.carpages.ca/used-cars/british-columbia/vancouver/2018-toyota-camry-6046311/
2021 Toyota Prius,Prime Technology Package  - $269 B/W,CALL,"$40,737",Blue Magnetism,https://www.carpages.ca/new-cars/ontario/ottawa/2021-toyota-prius-6046176/
2016 Toyota Prius,TECHNOLOGY,"76,554KM","$21,995",Silver,https://www.carpages.ca/used-cars/british-columbia/langley/2016-toyota-prius-6045498/
2020 Ford Escape,Titanium Hybrid| ADAPTIVE CRUISE| LANE KEEPIN,"2,988KM","$40,800",,https://www.carpages.ca/used-cars/ontario/chatham/2020-ford-escape-6044607/
2020 Ford Escape,Titanium Hybrid| ADAPTIVE CRUISE| LANE KEEPIN,"2,697KM","$35,999",,https://www.carpages.ca/used-cars/ontario/chatham/2020-ford-escape-6044598/
2020 Kia NIRO,EX Premium,15KM,"$34,480",Blue,https://www.carpages.ca/new-cars/ontario/listowel/2020-kia-niro-6044532/
2021 RAM 1500,Limited,CALL,"$93,915",Granite Crystal Metallic Clearcoat,https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2021-ram-1500-6043380/
2018 Chevrolet Silverado 1500,"LTZ, One Owner, Apple CarPlay, Backup Camera","60,354KM","$45,500",White,https://www.carpages.ca/used-cars/manitoba/winnipeg/2018-chevrolet-silverado-1500-6043134/
2015 Ford Focus,SE,"89,645KM","$9,750",Red,https://www.carpages.ca/used-cars/ontario/oakville/2015-ford-focus-6042945/
2019 Audi e-tron,TECHNIK - AWD QUATTRO 100% ÃLECTRIQUE,"6,325KM","$82,177",Metallic,https://www.carpages.ca/used-cars/quebec/sherbrooke/2019-audi-e-tron-6042906/
2021 Toyota Venza,XLE,69KM,"$46,465",01K9 COASTAL GRAY METALLIC NO CHARGE,https://www.carpages.ca/new-cars/ontario/whitby/2021-toyota-venza-6041730/
2017 Ford Fusion,Titanium|Low kms|Clean Carfax|,"33,710KM","$20,699",Red,https://www.carpages.ca/used-cars/ontario/bolton/2017-ford-fusion-6040527/
2017 Tesla Model S,100D ENHANCED AUTOPILOT SUBZERO SUMMON FREE CHARGE,"44,000KM","$85,900",White,https://www.carpages.ca/used-cars/ontario/north-york/2017-tesla-model-s-6040266/
2020 Honda Insight,Hybrid Touring  - Navigation,31KM,"$34,757",White,https://www.carpages.ca/new-cars/british-columbia/campbell-river/2020-honda-insight-6040122/
2020 Honda Insight,Hybrid Touring  - Navigation,32KM,"$34,757",Grey,https://www.carpages.ca/new-cars/british-columbia/campbell-river/2020-honda-insight-6040116/
